_id,type,date,duration,status,transcription_user,transcription_started_on,transcription_ended_on,translation_user,translation_started_on,translation_ended_on,translation_review_user,translation_review_started_on,translation_review_ended_on
5feb40da638e744fa4ca2ad1,spanish,1607599934,297.77,translation,AchutRaj,1.61E+12,1.61E+12,eric,1.61E+12,,,,
5feb40da638e744fa4ca2ad2,spanish,1607599935,312.03,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ad3,spanish,1607599936,305.03,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ad4,spanish,1607599938,297.69,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ad5,spanish,1607599939,295.54,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ad6,spanish,1607599940,287.42,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ad7,spanish,1607599941,300.42,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2ad8,spanish,1607599942,169.14,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b76,spanish,1607599944,280.16,translation_review,AchutRaj,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b77,spanish,1607599946,310.31,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b78,spanish,1607599947,301.18,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b79,spanish,1607599949,305.53,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b7a,spanish,1607599950,292.49,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b7b,spanish,1607599952,329.13,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b7c,spanish,1607599953,300.9,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b7d,spanish,1607599954,305.86,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b7e,spanish,1607599956,296.32,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b7f,spanish,1607599958,304.2,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b80,spanish,1607599959,93.61,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a51,spanish,1607599960,298.4,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a52,spanish,1607599962,299.76,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a53,spanish,1607599963,308.34,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a54,spanish,1607599964,311.67,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a55,spanish,1607599965,309.18,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a56,spanish,1607599966,356.29,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a57,spanish,1607599967,305.05,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a58,spanish,1607599968,309.28,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a59,spanish,1607599969,294.03,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a5a,spanish,1607599970,294.81,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a5b,spanish,1607599971,293.91,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a5c,spanish,1607599972,294.75,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a5d,spanish,1607599974,299.94,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a5e,spanish,1607599975,300.11,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a5f,spanish,1607599976,271.06,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b81,spanish,1607599977,298.055,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b82,spanish,1607599978,297.885,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b83,spanish,1607599979,302.85,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b84,spanish,1607599980,301.26,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b85,spanish,1607599981,295.57,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b86,spanish,1607599982,296.37,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b87,spanish,1607599983,308.69,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b88,spanish,1607599985,296.65,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b89,spanish,1607599986,298.51,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b8a,spanish,1607599987,297.27,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2b8b,spanish,1607599988,300.04,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
